niveles_cuantificacion,mse,sqnr_db
2,0.2346089031375643,-0.7277538042186311
4,0.058772624464853596,5.283940242753168
8,0.014032229543513691,11.504424282431991
16,0.00338078208284374,17.685519305649773
32,0.0007929883201834754,23.983023179449003
64,0.00019049653654866283,30.17682024547209
128,4.692532958579082e-05,36.26161777021079
256,1.0756967679037876e-05,42.65879244922969
